,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q170383,,,,,,,,,,,1.0,
Q170405,,,,,,,,,,,3.0,
Q1704082,,,,,,,,,,,1.0,
Q1704083,,,,,,,,,,,2.0,
Q170415,,,,,,,,,,5.0,22.0,
Q17042,,,,,,,,,,75.0,240.0,
Q170433,,,,,,,,,,7.0,35.0,
Q170446,,,,,,,,,,,3.0,
Q170454,,,,,,,,,,,2.0,
Q170457,,,,,,,,,,3.0,10.0,
Q170462,,,,,,,,,,,2.0,
Q170478,,,,,,,,,,17.0,45.0,
Q170479,,,,,,,,,,4.0,1.0,
Q170488,,,,,,,,,,,1.0,
Q170497,,,,,,,,,,10.0,47.0,
Q170507,,,,,,,,,,6.0,23.0,
Q170513,,,,,,,,,,14.0,115.0,
Q170521,,,,,,,,,,,2.0,
Q170525,,,,,,,,,,1.0,7.0,
Q170532,,,,,,,,,,1.0,11.0,
Q1705361,,,,,,,,,,,4.0,
Q17054,,,,,,,,,,4.0,9.0,
Q170540,,,,,,,,,,3.0,2.0,
Q1705687,,,,,,,,,,,4.0,
Q170573,4.0,,,,,,,,,2.0,15.0,
Q170578,,,,,,,,,,2.0,11.0,
Q1705860,,,,,,,,,,,2.0,
Q1705932,,,,,,,,,,,1.0,
Q1706,,,,,,,,,,,1.0,
Q170603,,,,,,,,,,,1.0,
Q170604,,,,,,,,,,,1.0,
Q1706138,,,,,,,,,,1.0,,
Q170616,,,,,,,,,,18.0,55.0,
Q1706205,,,,,,,,,,,2.0,
Q1706263,,,,,,,,,,,1.0,
Q1706267,,,,,,,,,,,1.0,
Q1706273,,,,,,,,,,,3.0,
Q1706276,,,,,,,,,,,1.0,
Q17063,,,,,,,,,,,1.0,
Q170648,,,,,,,,,,,3.0,
Q170660,,,,,,,,,,,1.0,
Q170666,,,,,,,,,,,5.0,
Q170668,,,,,,,,,,,1.0,
Q170672,,,,,,,,,,,6.0,
Q170688,,,,,,,,,,2.0,76.0,
Q170693,,,,,,,,,,2.0,3.0,
Q1707,,,,,,,,,,53.0,405.0,
Q17070,,,,,,,,,,2.0,5.0,
Q1707034,,,,,,,,,,,1.0,
Q1707108,,,,,,,,,,,3.0,
Q170730,,,,,,,,,,,2.0,
Q170732,,,,,,,,,,,1.0,
Q170740,,,,,,,,,,,1.0,
Q1707612,,,,,,,,,,,1.0,
Q170762,,,,,,,,,,2.0,18.0,
Q1707629,,,,,,,,,,,3.0,
Q1707695,,,,,,,,,,,2.0,
Q1707762,,,,,,,,,,,1.0,
Q170777,,,,,,,,,,,1.0,
Q1707857,,,,,,,,,,,2.0,
Q1707898,,,,,,,,,,,1.0,
Q1708042,,,,,,,,,,,1.0,
Q1708080,,,,,,,,,,,1.0,
Q1708098,,,,,,,,,,,1.0,
Q1708108,,,,,,,,,,,1.0,
Q1708134,,,,,,,,,,,1.0,
Q1708143,1.0,,,,,,,,,,2.0,
Q1708149,,,,,,,,,,,1.0,
Q1708160,,,,,,,,,,1.0,1.0,
Q1708616,,,,,,,,,,2.0,1.0,
Q1708768,,,,,,,,,,,3.0,
Q170884,,,,,,,,,,,1.0,
Q1708842,,,,,,,,,,,1.0,
Q170895,,,,,,,,,,,1.0,
Q1709,,,,,,,,,,42.0,187.0,
Q170903,,,,,,,,,,1.0,14.0,
Q1709033,,,,,,,,,,,1.0,
Q1709074,,,,,,,,,,,1.0,
Q170919,,,,,,,,,,2.0,2.0,
Q1709318,,,,,,,,,,,1.0,
Q1709553,,,,,,,,,,,1.0,
Q170967,,,,,,,,,,5.0,12.0,
Q1709695,,,,,,,,,,,4.0,
Q1709731,,,,,,,,,,,4.0,
Q170986,,,,,,,,,,,1.0,
Q170996,,,,,,,,,,6.0,40.0,
Q1710,,,,,,,,,,1.0,1.0,
Q171018,,,,,,,,,,11.0,67.0,
Q171031,,,,,,,,,,,4.0,
Q1710379,,,,,,,,,,,1.0,
Q1710550,,,,,,,,,,1.0,1.0,
Q1710714,,,,,,,,,,,2.0,
Q1710732,,,,,,,,,,1.0,,
Q1710788,,,,,,,,,,,1.0,
Q171080,,,,,,,,,,1.0,36.0,
Q1710837,,,,,,,,,,1.0,3.0,
Q1711,,,,,,,,,,64.0,303.0,
Q1711138,,,,,,,,,,2.0,1.0,
Q17112,,,,,,,,,,,3.0,
Q1711203,,,,,,,,,,,1.0,
Q17113,,,,,,,,,,,1.0,
Q17114,,,,,,,,,,,1.0,
Q171150,,,,,,,,,,,8.0,
Q1711500,,,,,,,,,,,1.0,
Q1711521,,,,,,,,,,,1.0,
Q17116,,,,,,,,,,,3.0,
Q17117,,,,,,,,,,,2.0,
Q1711781,,,,,,,,,,,1.0,
Q17119,,,,,,,,,,,1.0,
Q1711976,,,,,,,,,,,1.0,
Q17120,,,,,,,,,,,2.0,
Q171219,,,,,,,,,,5.0,49.0,
Q17122,,,,,,,,,,,3.0,
Q171223,1.0,,,,,,,,,1.0,19.0,
Q171224,,,,,,,,,,11.0,33.0,
Q17123,,,,,,,,,,,3.0,
Q171237,,,,,,,,,,,5.0,
Q17125,,,,,,,,,,,2.0,
Q171265,,,,,,,,,,1.0,3.0,
Q171267,,,,,,,,,,,1.0,
Q171268,,,,,,,,,,,5.0,
Q17127,,,,,,,,,,,6.0,
Q171272,,,,,,,,,,,1.0,
Q17128,,,,,,,,,,,1.0,
Q1712959,,,,,,,,,,,1.0,
Q1713057,,,,,,,,,,,1.0,
Q1713139,,,,,,,,,,,1.0,
Q1713155,,,,,,,,,,,1.0,
Q171331,,,,,,,,,,,2.0,
Q171333,,,,,,,,,,,1.0,
Q171334,,,,,,,,,,,1.0,
Q1713373,,,,,,,,,,,1.0,
Q1713454,,,,,,,,,,,1.0,
Q171353,,,,,,,,,,4.0,11.0,
Q171357,,,,,,,,,,4.0,20.0,
Q17136515,,,,,,,,,,,1.0,
Q1713680,,,,,,,,,,,1.0,
Q1713713,,,,,,,,,,,1.0,
Q1713746,,,,,,,,,,,2.0,
Q17139,,,,,,,,,,6.0,15.0,
Q171393,,,,,,,,,,1.0,1.0,
Q1714088,,,,,,,,,,,1.0,
Q1714265,,,,,,,,,,,2.0,
Q1714276,,,,,,,,,,,1.0,
Q1714424,,,,,,,,,,,1.0,
Q1714897,,,,,,,,,,,2.0,
Q1714951,,,,,,,,,,,1.0,
Q1715,,,,,,,,,,119.0,885.0,
Q1715008,,,,,,,,,,,1.0,
Q1715023,,,,,,,,,,,1.0,
Q1715095,,,,,,,,,,,1.0,
Q17151,14.0,,,,,,,,,57.0,320.0,
Q1715159,,,,,,,,,,1.0,,
Q1715175,,,,,,,,,,,2.0,
Q171545,,,,,,,,,,10.0,109.0,
Q17156515,,,,,,,,,,,1.0,
Q1715670,,,,,,,,,,,1.0,
Q1715928,,,,,,,,,,,1.0,
Q171612,,,,,,,,,,2.0,2.0,
Q171617,,,,,,,,,,12.0,60.0,
Q171632,,,,,,,,,,12.0,32.0,
Q1716326,,,,,,,,,,,1.0,
Q171639,,,,,,,,,,1.0,6.0,
Q1716713,,,,,,,,,,,1.0,
Q1716764,,,,,,,,,,,1.0,
Q171702,1.0,,,,,,,,,,1.0,
Q171714,1.0,,,,,,,,,1.0,9.0,
Q17172,,,,,,,,,,,4.0,
Q17173,,,,,,,,,,,1.0,
Q17175,,,,,,,,,,3.0,4.0,
Q17176,,,,,,,,,,1.0,,
Q171771,,,,,,,,,,4.0,3.0,
Q17179,,,,,,,,,,1.0,,
Q1717962,,,,,,,,,,1.0,,
Q1718,,,,,,,,,,117.0,606.0,
Q171800,,,,,,,,,,7.0,77.0,
Q171810,,,,,,,,,,,2.0,
Q17182,,,,,,,,,,1.0,2.0,
Q1718330,,,,,,,,,,,2.0,
Q17183857,1.0,,,,,,,,,,,
Q171852,,,,,,,,,,1.0,3.0,
Q171866,,,,,,,,,,8.0,46.0,
Q1718761,,,,,,,,,,,1.0,
Q171882,,,,,,,,,,3.0,34.0,
Q17189,,,,,,,,,,2.0,3.0,
Q1719,,,,,,,,,,1.0,1.0,
Q1719118,,,,,,,,,,,1.0,
Q171923,,,,,,,,,,,2.0,
Q171943,,,,,,,,,,,7.0,
Q1719466,,,,,,,,,,8.0,33.0,
Q171965,,,,,,,,,,,1.0,
Q1719658,,,,,,,,,,,2.0,
Q1719767,,,,,,,,,,,1.0,
Q1719800,,,,,,,,,,,3.0,
Q1719905,,,,,,,,,,,1.0,
Q172,,,,,,,,,,346.0,951.0,
Q1720,,,,,,,,,,26.0,374.0,
Q1720056,,,,,,,,,,,1.0,
Q1720340,,,,,,,,,,1.0,2.0,
Q1720635,,,,,,,,,,,1.0,
Q1720651,,,,,,,,,,,1.0,
Q1720696,,,,,,,,,,,4.0,
Q1720731,,,,,,,,,,,1.0,
Q1720743,,,,,,,,,,,2.0,
Q1720942,,,,,,,,,,,1.0,
Q1720959,,,,,,,,,,,1.0,
Q1721,,,,,,,,,,42.0,259.0,
Q172107,,,,,,,,,,1.0,4.0,
Q172114,,,,,,,,,,1.0,,
Q1721229,,,,,,,,,,,1.0,
Q1721443,,,,,,,,,,,1.0,
Q172146,,,,,,,,,,,1.0,
Q1721498,,,,,,,,,,,1.0,
Q172157,,,,,,,,,,12.0,38.0,
Q1721795,,,,,,,,,,1.0,,
Q1721801,,,,,,,,,,,1.0,
Q1721808,,,,,,,,,,1.0,2.0,
Q1721825,,,,,,,,,,,1.0,
Q1722,,,,,,,,,,9.0,84.0,
Q1722140,,,,,,,,,,,2.0,
Q1722212,,,,,,,,,,,1.0,
Q1722234,,,,,,,,,,,2.0,
Q172226,,,,,,,,,,,1.0,
Q1722295,,,,,,,,,,,2.0,
Q1722366,,,,,,,,,,,1.0,
Q172251,,,,,,,,,,,1.0,
Q172263,,,,,,,,,,,2.0,
Q1722644,,,,,,,,,,,1.0,
Q1722666,,,,,,,,,,,1.0,
Q172267,,,,,,,,,,,1.0,
Q1722782,,,,,,,,,,,1.0,
Q1722899,,,,,,,,,,,1.0,
Q1722954,,,,,,,,,,,3.0,
Q1722965,,,,,,,,,,,1.0,
Q1722983,,,,,,,,,,,1.0,
Q1723,,,,,,,,,,,2.0,
Q1723052,,,,,,,,,,,1.0,
Q1723245,,,,,,,,,,,2.0,
Q1723269,,,,,,,,,,,1.0,
Q1723294,,,,,,,,,,,1.0,
Q172343,,,,,,,,,,,1.0,
Q172366,,,,,,,,,,,2.0,
Q1723690,,,,,,,,,,,1.0,
Q1723761,,,,,,,,,,,2.0,
Q172385,,,,,,,,,,,1.0,
Q1723909,,,,,,,,,,,1.0,
Q1724,,,,,,,,,,20.0,139.0,
Q1724029,,,,,,,,,,,1.0,
Q1724090,,,,,,,,,,,1.0,
Q1724114,,,,,,,,,,,1.0,
Q172415,,,,,,,,,,15.0,93.0,
Q1724281,,,,,,,,,,,1.0,
Q1724338,,,,,,,,,,,4.0,
Q172438,,,,,,,,,,3.0,40.0,
Q17244,,,,,,,,,,2.0,28.0,
Q1724410,,,,,,,,,,,1.0,
Q172448,,,,,,,,,,1.0,5.0,
Q172455,1.0,,,,,,,,,107.0,291.0,
Q172470,,,,,,,,,,1.0,3.0,
Q1724707,,,,,,,,,,1.0,,
Q172484,,,,,,,,,,,1.0,
Q172485,,,,,,,,,,,1.0,
Q172488,,,,,,,,,,,1.0,
Q172494,,,,,,,,,,,1.0,
Q1724990,,,,,,,,,,,2.0,
Q1725,,,,,,,,,,,2.0,
Q17251,,,,,,,,,,,1.0,
Q172512,,,,,,,,,,,1.0,
Q1725186,,,,,,,,,,,1.0,
Q17252,,,,,,,,,,,11.0,
Q1725265,,,,,,,,,,,1.0,
Q1725479,,,,,,,,,,,2.0,
Q17257,,,,,,,,,,,7.0,
Q172579,,,,,,,,,,1.0,1.0,
Q172593,,,,,,,,,,6.0,89.0,
Q1725985,,,,,,,,,,,1.0,
Q1726,,,,,,,,,,337.0,1827.0,
Q172601,,,,,,,,,,,3.0,
Q17261,,,,,,,,,,,9.0,
Q1726158,,,,,,,,,,1.0,,
Q172616,,,,,,,,,,,1.0,
Q172637,,,,,,,,,,2.0,6.0,
Q1726534,,,,,,,,,,,1.0,
Q172657,,,,,,,,,,3.0,19.0,
Q17266,,,,,,,,,,,2.0,
Q1726662,,,,,,,,,,,1.0,
Q1726699,,,,,,,,,,,1.0,
Q172671,,,,,,,,,,,4.0,
Q1726735,,,,,,,,,,,1.0,
Q172685,,,,,,,,,,,4.0,
Q1726874,,,,,,,,,,,1.0,
Q17269,,,,,,,,,,,1.0,
Q172696,,,,,,,,,,,6.0,
Q1726990,,,,,,,,,,,1.0,
Q1727,,,,,,,,,,1.0,5.0,
Q17272,,,,,,,,,,,1.0,
Q1727282,,,,,,,,,,,2.0,
Q1727398,,,,,,,,,,,5.0,
Q17275,,,,,,,,,,,2.0,
Q1727570,,,,,,,,,,,1.0,
Q1727587,,,,,,,,,,,1.0,
Q1727597,,,,,,,,,,,1.0,
Q1727796,,,,,,,,,,,1.0,
Q1727871,,,,,,,,,,,3.0,
Q17279,,,,,,,,,,,1.0,
Q1727903,,,,,,,,,,,1.0,
Q1727949,,,,,,,,,,,1.0,
Q1727968,,,,,,,,,,,1.0,
Q17280,,,,,,,,,,,2.0,
Q172827,,,,,,,,,,,1.0,
Q17283,,,,,,,,,,,6.0,
Q1728466,,,,,,,,,,,1.0,
Q1728485,,,,,,,,,,,1.0,
Q1728527,,,,,,,,,,,1.0,
Q1728891,,,,,,,,,,,1.0,
Q17289,,,,,,,,,,,1.0,
Q1729,,,,,,,,,,36.0,281.0,
Q172903,,,,,,,,,,,1.0,
Q1729076,,,,,,,,,,,3.0,
Q17291,,,,,,,,,,,2.0,
Q1729108,,,,,,,,,,,1.0,
Q1729312,,,,,,,,,,,1.0,
Q1729385,,,,,,,,,,,2.0,
Q17294,,,,,,,,,,,3.0,
Q1729457,,,,,,,,,,,1.0,
Q17296,,,,,,,,,,,1.0,
Q1729692,,,,,,,,,,,1.0,
Q1729708,,,,,,,,,,,1.0,
Q1729871,,,,,,,,,,1.0,,
Q172996,,,,,,,,,,3.0,1.0,
Q173,,,,,,,,,,21.0,52.0,
Q1730,,,,,,,,,,1.0,5.0,
Q173008,,,,,,,,,,1.0,2.0,
Q17301,,,,,,,,,,,2.0,
Q173015,,,,,,,,,,,4.0,
Q173026,,,,,,,,,,,6.0,
Q1730274,,,,,,,,,,1.0,,
Q173037,,,,,,,,,,1.0,11.0,
Q173047,,,,,,,,,,2.0,1.0,
Q17306,,,,,,,,,,,1.0,
Q1730602,,,,,,,,,,,1.0,
Q173063,,,,,,,,,,2.0,4.0,
Q173064,,,,,,,,,,1.0,,
Q173065,,,,,,,,,,,2.0,
Q17308,,,,,,,,,,,4.0,
Q173082,,,,,,,,,,,1.0,
Q1730884,,,,,,,,,,,2.0,
Q173096,,,,,,,,,,,5.0,
Q1731,,,,,,,,,,206.0,1283.0,
Q17312,,,,,,,,,,,1.0,
Q173121,,,,,,,,,,,9.0,
Q17313,,,,,,,,,,,2.0,
Q1731353,,,,,,,,,,1.0,1.0,
Q17316,,,,,,,,,,,1.0,
Q17317,,,,,,,,,,,1.0,
Q17318,,,,,,,,,,,1.0,
Q1731932,,,,,,,,,,,1.0,
Q173202,,,,,,,,,,,1.0,
Q17320513,,,,,,,,,,,1.0,
Q17321,,,,,,,,,,,4.0,
Q173219,1.0,,,,,,,,,14.0,124.0,
Q17324,,,,,,,,,,,2.0,
Q17327,,,,,,,,,,,7.0,
Q173270,,,,,,,,,,8.0,42.0,
Q173277,,,,,,,,,,2.0,20.0,
Q173292,,,,,,,,,,1.0,2.0,
Q1733,,,,,,,,,,54.0,563.0,
Q173310,,,,,,,,,,,11.0,
Q1733255,,,,,,,,,,1.0,3.0,
Q173332,,,,,,,,,,1.0,8.0,
Q173338,,,,,,,,,,11.0,37.0,
Q1733565,,,,,,,,,,,4.0,
Q17336,,,,,,,,,,,1.0,
Q17338,,,,,,,,,,1.0,7.0,
Q17339,,,,,,,,,,,2.0,
Q1733926,,,,,,,,,,,1.0,
Q1733958,,,,,,,,,,,1.0,
Q17340,,,,,,,,,,,1.0,
Q1734030,,,,,,,,,,,6.0,
Q173407,,,,,,,,,,,3.0,
Q1734251,,,,,,,,,,,1.0,
Q1734305,,,,,,,,,,,1.0,
Q1734336,,,,,,,,,,,1.0,
Q17344,,,,,,,,,,,1.0,
Q1734503,,,,,,,,,,,1.0,
Q1734594,,,,,,,,,,,1.0,
Q1734614,,,,,,,,,,,4.0,
Q1734675,,,,,,,,,,,3.0,
Q17347,,,,,,,,,,,1.0,
Q1734702,,,,,,,,,,,1.0,
Q173474,,,,,,,,,,1.0,31.0,
Q1734750,,,,,,,,,,,1.0,
Q17348,,,,,,,,,,,1.0,
Q1734823,,,,,,,,,,,1.0,
Q1734833,,,,,,,,,,,1.0,
Q17349,,,,,,,,,,,1.0,
Q1735,,,,,,,,,,52.0,284.0,
Q173500,,,,,,,,,,3.0,12.0,
Q1735037,,,,,,,,,,1.0,1.0,
Q17351,,,,,,,,,,,2.0,
Q173527,,,,,,,,,,,3.0,
Q17353,,,,,,,,,,,1.0,
Q173532,,,,,,,,,,2.0,3.0,
Q173545,,,,,,,,,,1.0,14.0,
Q1735461,,,,,,,,,,,1.0,
Q17355,,,,,,,,,,,7.0,
Q1735526,,,,,,,,,,,1.0,
Q1735552,,,,,,,,,,,1.0,
Q1735575,,,,,,,,,,,1.0,
Q1735638,,,,,,,,,,,1.0,
Q1735822,,,,,,,,,,1.0,1.0,
Q173591,,,,,,,,,,3.0,52.0,
Q173596,,,,,,,,,,,1.0,
Q17360,,,,,,,,,,,1.0,
Q17361,,,,,,,,,,,1.0,
Q17362,,,,,,,,,,2.0,2.0,
Q17363,,,,,,,,,,,7.0,
Q1736327,,,,,,,,,,,3.0,
Q17364,,,,,,,,,,,1.0,
Q17365,,,,,,,,,,,2.0,
Q17368,,,,,,,,,,1.0,6.0,
Q17369,,,,,,,,,,,1.0,
Q173690,,,,,,,,,,1.0,18.0,
Q1736903,,,,,,,,,,,1.0,
Q173695,,,,,,,,,,11.0,67.0,
Q173699,,,,,,,,,,5.0,26.0,
Q1737,,,,,,,,,,5.0,57.0,
Q173703,,,,,,,,,,,1.0,
Q173705,,,,,,,,,,7.0,56.0,
Q1737175,,,,,,,,,,,1.0,
Q17372,,,,,,,,,,,1.0,
Q1737222,,,,,,,,,,,1.0,
Q1737297,,,,,,,,,,,1.0,
Q173731,1.0,,,,,,,,,,6.0,
Q1737328,,,,,,,,,,,1.0,
Q1737554,,,,,,,,,,,1.0,
Q173760,,,,,,,,,,,2.0,
Q173761,,,,,,,,,,,1.0,
Q1737632,,,,,,,,,,,1.0,
Q17377,,,,,,,,,,,5.0,
Q1737716,,,,,,,,,,,1.0,
Q17378,,,,,,,,,,,1.0,
Q1737803,,,,,,,,,,,1.0,
Q17379,,,,,,,,,,,4.0,
Q1737922,,,,,,,,,,,1.0,
Q1737929,,,,,,,,,,,1.0,
Q1737930,,,,,,,,,,,2.0,
Q17380,,,,,,,,,,,1.0,
Q173808,,,,,,,,,,2.0,,
Q173813,,,,,,,,,,1.0,6.0,
Q173822,,,,,,,,,,,1.0,
Q17383,,,,,,,,,,,2.0,
Q1738337,,,,,,,,,,,1.0,
Q17384,,,,,,,,,,,3.0,
Q173849,,,,,,,,,,,1.0,
Q17385,,,,,,,,,,,1.0,
Q173851,,,,,,,,,,,1.0,
Q173858,,,,,,,,,,1.0,,
Q173866,,,,,,,,,,1.0,,
Q1738741,,,,,,,,,,,1.0,
Q1738764,,,,,,,,,,,1.0,
Q1738795,,,,,,,,,,,3.0,
Q173883,,,,,,,,,,,3.0,
Q1739029,,,,,,,,,,1.0,4.0,
Q173903,,,,,,,,,,1.0,3.0,
Q173911,,,,,,,,,,,1.0,
Q1739176,,,,,,,,,,,2.0,
Q17393,,,,,,,,,,2.0,25.0,
Q173933,,,,,,,,,,1.0,,
Q173943,,,,,,,,,,1.0,1.0,
Q1739626,,,,,,,,,,,1.0,
Q1739849,,,,,,,,,,,1.0,
Q173985,,,,,,,,,,1.0,16.0,
Q173988,,,,,,,,,,,2.0,
Q1739914,,,,,,,,,,,1.0,
Q1739918,,,,,,,,,,,1.0,
Q1739954,,,,,,,,,,,1.0,
Q174,,,,,,,,,,137.0,605.0,
Q174002,,,,,,,,,,7.0,39.0,
Q1740021,,,,,,,,,,,2.0,
Q17401,,,,,,,,,,,1.0,
Q174019,,,,,,,,,,11.0,141.0,
Q1740301,,,,,,,,,,,5.0,
Q17405,,,,,,,,,,,5.0,
Q1740527,,,,,,,,,,,1.0,
Q1740542,,,,,,,,,,,1.0,
Q1740571,,,,,,,,,,,3.0,
Q174060,,,,,,,,,,,15.0,
Q174061,,,,,,,,,,,1.0,
Q17407,,,,,,,,,,1.0,,
Q1740762,,,,,,,,,,,6.0,
Q17407801,,,,,,,,,,,1.0,
Q17408,,,,,,,,,,1.0,2.0,
Q1740845,,,,,,,,,,,1.0,
Q17409,,,,,,,,,,1.0,,
Q174091,,,,,,,,,,5.0,26.0,
Q1740940,,,,,,,,,,,1.0,
Q1740945,,,,,,,,,,,2.0,
Q1740946,,,,,,,,,,1.0,1.0,
Q174096,,,,,,,,,,1.0,1.0,
Q1741,,,,,,,,,,857.0,4459.0,
Q1741018,,,,,,,,,,,1.0,
Q1741053,,,,,,,,,,,1.0,
Q1741156,,,,,,,,,,,2.0,
Q17412,,,,,,,,,,,2.0,
Q1741227,,,,,,,,,,,1.0,
Q174124,,,,,,,,,,,2.0,
Q174126,,,,,,,,,,1.0,5.0,
Q1741299,,,,,,,,,,,2.0,
Q1741335,,,,,,,,,,,2.0,
Q1741338,,,,,,,,,,,1.0,
Q174138,,,,,,,,,,2.0,9.0,
Q1741385,,,,,,,,,,2.0,6.0,
Q1741387,,,,,,,,,,,2.0,
Q1741450,,,,,,,,,,,2.0,
Q17416,,,,,,,,,,,1.0,
Q1741625,,,,,,,,,,1.0,,
Q17417561,,,,,,,,,,,1.0,
Q174185,,,,,,,,,,,8.0,
Q174187,,,,,,,,,,,1.0,
Q174193,,,,,,,,,,2.0,8.0,
Q174197,,,,,,,,,,,1.0,
Q1742089,,,,,,,,,,,1.0,
Q1742139,,,,,,,,,,1.0,1.0,
Q1742162,,,,,,,,,,,3.0,
Q1742181,,,,,,,,,,1.0,,
Q1742218,,,,,,,,,,,1.0,
Q174224,,,,,,,,,,35.0,102.0,
Q1742312,,,,,,,,,,,1.0,
Q174234,,,,,,,,,,2.0,36.0,
Q174237,,,,,,,,,,,6.0,
Q1742426,,,,,,,,,,,3.0,
Q1742467,,,,,,,,,,,1.0,
Q1742468,,,,,,,,,,,1.0,
Q174247,,,,,,,,,,6.0,58.0,
Q1742470,,,,,,,,,,,1.0,
Q174251,,,,,,,,,,15.0,79.0,
Q174257,,,,,,,,,,6.0,80.0,
Q174261,,,,,,,,,,,1.0,
Q174262,,,,,,,,,,1.0,7.0,
Q1742671,,,,,,,,,,,1.0,
Q174270,,,,,,,,,,,1.0,
Q174272,,,,,,,,,,,4.0,
Q174286,,,,,,,,,,,1.0,
Q1743004,,,,,,,,,,,1.0,
Q174306,,,,,,,,,,,1.0,
Q174307,,,,,,,,,,,2.0,
Q1743115,,,,,,,,,,,1.0,
Q1743155,,,,,,,,,,,1.0,
Q1743319,,,,,,,,,,,1.0,
Q1743349,,,,,,,,,,,1.0,
Q1743367,,,,,,,,,,,1.0,
Q174341,,,,,,,,,,,7.0,
Q1743411,,,,,,,,,,,1.0,
Q1743462,,,,,,,,,,,1.0,
Q1743479,,,,,,,,,,,1.0,
Q1743545,,,,,,,,,,1.0,3.0,
Q1743602,,,,,,,,,,,1.0,
Q1743795,,,,,,,,,,,1.0,
Q1743833,,,,,,,,,,,2.0,
Q1743884,,,,,,,,,,,1.0,
Q1743908,,,,,,,,,,,1.0,
Q1743949,,,,,,,,,,,4.0,
Q1743976,,,,,,,,,,1.0,,
Q174398,,,,,,,,,,,1.0,
Q1743985,,,,,,,,,,1.0,2.0,
Q1743993,,,,,,,,,,1.0,1.0,
Q174400,,,,,,,,,,1.0,2.0,
Q1744063,,,,,,,,,,1.0,2.0,
Q1744073,,,,,,,,,,,1.0,
Q1744093,,,,,,,,,,1.0,,
Q1744143,,,,,,,,,,,1.0,
Q1744205,,,,,,,,,,,2.0,
Q1744221,,,,,,,,,,1.0,,
Q174427,,,,,,,,,,,2.0,
Q1744406,,,,,,,,,,,1.0,
Q174461,,,,,,,,,,6.0,6.0,
Q174462,,,,,,,,,,1.0,2.0,
Q174464,,,,,,,,,,,1.0,
Q1744683,,,,,,,,,,,1.0,
Q1744694,,,,,,,,,,1.0,,
Q174476,,,,,,,,,,1.0,2.0,
Q174483,,,,,,,,,,,2.0,
Q17449286,,,,,,,,,,,1.0,
Q174508,,,,,,,,,,1.0,,
Q1745129,,,,,,,,,,,1.0,
Q1745263,,,,,,,,,,,1.0,
Q1745478,,,,,,,,,,,1.0,
Q17457205,,,,,,,,,,,1.0,
Q1745995,,,,,,,,,,,3.0,
Q1746,,,,,,,,,,4.0,63.0,
Q1746037,,,,,,,,,,,2.0,
Q1746130,,,,,,,,,,,1.0,
Q1746187,,,,,,,,,,,2.0,
Q1746208,,,,,,,,,,,1.0,
Q1746211,,,,,,,,,,,2.0,
Q1746231,,,,,,,,,,,1.0,
Q1746233,,,,,,,,,,,1.0,
Q1746267,,,,,,,,,,,1.0,
Q1746281,,,,,,,,,,,1.0,
Q1746285,,,,,,,,,,,1.0,
Q1746372,,,,,,,,,,2.0,6.0,
Q1746377,,,,,,,,,,,2.0,
Q1746515,,,,,,,,,,,2.0,
Q1746524,,,,,,,,,,,1.0,
Q1746566,,,,,,,,,,,1.0,
Q1746571,,,,,,,,,,,2.0,
Q1746572,,,,,,,,,,,1.0,
Q1746573,,,,,,,,,,,2.0,
Q174665,,,,,,,,,,,4.0,
Q1746728,,,,,,,,,,,1.0,
Q1746731,,,,,,,,,,,1.0,
Q174676,,,,,,,,,,,1.0,
Q174684,,1.0,,,,,,,,7.0,42.0,
Q1746848,,,,,,,,,,,1.0,
Q174691,,,,,,,,,,7.0,78.0,
Q1746931,,,,,,,,,,,1.0,
Q1746972,,,,,,,,,,,1.0,
Q1747018,,,,,,,,,,,1.0,
Q1747024,,,,,,,,,,,2.0,
Q1747049,,,,,,,,,,,1.0,
Q174725,,,,,,,,,,,1.0,
Q1747267,,,,,,,,,,,1.0,
Q174734,,,,,,,,,,,1.0,
Q174735,,,,,,,,,,,2.0,
Q1747363,,,,,,,,,,,1.0,
Q1747394,,,,,,,,,,1.0,5.0,
Q1747689,,,,,,,,,,2.0,3.0,
Q1747733,,,,,,,,,,,1.0,
Q1748,,,,,,,,,,174.0,820.0,
Q1748103,,,,,,,,,,,2.0,
Q174815,,,,,,,,,,,1.0,
Q174820,,,,,,,,,,,1.0,
Q1748229,,,,,,,,,,1.0,,
Q174833,,,,,,,,,,,1.0,
Q1748350,,,,,,,,,,,1.0,
Q1748457,,,,,,,,,,,1.0,
Q174861,,,,,,,,,,,1.0,
Q1748747,,,,,,,,,,,1.0,
Q1748772,,,,,,,,,,,1.0,
Q174879,,,,,,,,,,,1.0,
Q1748853,,,,,,,,,,,2.0,
Q1748890,,,,,,,,,,,2.0,
Q174916,,,,,,,,,,,4.0,
Q1749195,,,,,,,,,,1.0,,
Q1749236,,,,,,,,,,,2.0,
Q1749280,,,,,,,,,,,2.0,
Q1749308,,,,,,,,,,,1.0,
Q1749334,,,,,,,,,,,1.0,
Q1749424,,,,,,,,,,,5.0,
Q1749522,,,,,,,,,,2.0,,
Q1749545,,,,,,,,,,,1.0,
Q1749642,,,,,,,,,,,1.0,
Q174965,,,,,,,,,,,4.0,
Q1749689,,,,,,,,,,,1.0,
