,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q244289,,,,,,,,,,,6.0,
Q2442897,,,,,,,,,,,1.0,
Q244290,,,,,,,,,,,1.0,
Q2442951,,,,,,,,,,,8.0,
Q2442966,,,,,,,,,,,2.0,
Q2442983,,,,,,,,,,1.0,,
Q2443,,,,,,,,,,,4.0,
Q2443002,,,,,,,,,,,1.0,
Q2443025,,,,,,,,,,,1.0,
Q2443083,,,,,,,,,,,2.0,
Q2443107,,,,,,,,,,,3.0,
Q244311,,,,,,,,,,,4.0,
Q244316,,,,,,,,,,1.0,,
Q244324,,,,,,,,,,,23.0,
Q2443246,,,,,,,,,,,2.0,
Q244327,,,,,,,,,,2.0,27.0,
Q2443369,,,,,,,,,,,1.0,
Q244347,,,,,,,,,,,2.0,
Q244353,,,,,,,,,,,3.0,
Q2443539,,,,,,,,,,,1.0,
Q2443547,,,,,,,,,,,1.0,
Q2443596,,,,,,,,,,,1.0,
Q2443707,,,,,,,,,,,1.0,
Q244388,,,,,,,,,,,1.0,
Q2444092,,,,,,,,,,1.0,,
Q244415,,,,,,,,,,2.0,17.0,
Q244418,,,,,,,,,,,2.0,
Q244421,,,,,,,,,,,4.0,
Q2444212,,,,,,,,,,1.0,1.0,
Q2444290,,,,,,,,,,,1.0,
Q244433,,,,,,,,,,,2.0,
Q244442,,,,,,,,,,,8.0,
Q2444482,,,,,,,,,,,1.0,
Q244482,,,,,,,,,,,1.0,
Q244486,,,,,,,,,,,1.0,
Q2444930,,,,,,,,,,,1.0,
Q244502,,,,,,,,,,,2.0,
Q244506,,,,,,,,,,,4.0,
Q244509,,,,,,,,,,,1.0,
Q244513,,,,,,,,,,,1.0,
Q244528,,,,,,,,,,,1.0,
Q2445354,,,,,,,,,,,1.0,
Q2445356,,,,,,,,,,,1.0,
Q2445368,,,,,,,,,,,1.0,
Q24454,,,,,,,,,,,2.0,
Q2445434,,,,,,,,,,,1.0,
Q2445448,,,,,,,,,,,1.0,
Q2445461,,,,,,,,,,,1.0,
Q2445508,,,,,,,,,,,1.0,
Q244552,,,,,,,,,,,1.0,
Q2445542,,,,,,,,,,,1.0,
Q2445595,,,,,,,,,,,1.0,
Q244565,,,,,,,,,,,4.0,
Q2445863,,,,,,,,,,,1.0,
Q2445921,,,,,,,,,,,1.0,
Q2445962,,,,,,,,,,,1.0,
Q2446061,,,,,,,,,,,4.0,
Q2446069,,,,,,,,,,,6.0,
Q244607,,,,,,,,,,,4.0,
Q2446095,,,,,,,,,,,2.0,
Q2446103,,,,,,,,,,,1.0,
Q2446117,,,,,,,,,,,1.0,
Q2446133,,,,,,,,,,,1.0,
Q2446162,,,,,,,,,,,6.0,
Q2446178,,,,,,,,,,,6.0,
Q2446194,,,,,,,,,,,1.0,
Q24462,,,,,,,,,,,2.0,
Q2446215,,,,,,,,,,,2.0,
Q2446223,,,,,,,,,,,2.0,
Q2446234,,,,,,,,,,,4.0,
Q2446250,,,,,,,,,,,1.0,
Q2446258,,,,,,,,,,,1.0,
Q244628,,,,,,,,,,,1.0,
Q2446284,,,,,,,,,,,10.0,
Q2446296,,,,,,,,,,,1.0,
Q2446336,,,,,,,,,,,1.0,
Q24464,,,,,,,,,,,1.0,
Q2446447,,,,,,,,,,,2.0,
Q244649,,,,,,,,,,,1.0,
Q2446536,,,,,,,,,,,1.0,
Q2446715,,,,,,,,,,,2.0,
Q2446759,,,,,,,,,,,1.0,
Q2446778,,,,,,,,,,,1.0,
Q244679,,,,,,,,,,2.0,3.0,
Q2446861,,,,,,,,,,,2.0,
Q244687,,,,,,,,,,,2.0,
Q244690,,,,,,,,,,1.0,4.0,
Q244691,,,,,,,,,,,2.0,
Q244692,,,,,,,,,,,4.0,
Q244698,,,,,,,,,,,1.0,
Q2447068,,,,,,,,,,,1.0,
Q244707,,,,,,,,,,2.0,26.0,
Q2447087,,,,,,,,,,,3.0,
Q244709,,,,,,,,,,,1.0,
Q244710,,,,,,,,,,,1.0,
Q2447108,,,,,,,,,,,1.0,
Q244711,,,,,,,,,,,1.0,
Q2447110,,,,,,,,,,,1.0,
Q244714,,,,,,,,,,,1.0,
Q244716,,,,,,,,,,3.0,10.0,
Q244717,,,,,,,,,,,12.0,
Q2447227,,,,,,,,,,,1.0,
Q244725,,,,,,,,,,2.0,1.0,
Q2447267,,,,,,,,,,,1.0,
Q2447364,,,,,,,,,,,1.0,
Q2447438,,,,,,,,,,,1.0,
Q244747,,,,,,,,,,1.0,6.0,
Q2447484,,,,,,,,,,,1.0,
Q2447509,,,,,,,,,,,4.0,
Q2447531,,,,,,,,,,,1.0,
Q2447544,,,,,,,,,,,2.0,
Q2447549,,,,,,,,,,,1.0,
Q2447578,,,,,,,,,,,1.0,
Q2447723,,,,,,,,,,,1.0,
Q2447743,,,,,,,,,,,2.0,
Q2447764,,,,,,,,,,,2.0,
Q2447790,,,,,,,,,,,1.0,
Q2447852,,,,,,,,,,,1.0,
Q2448,,,,,,,,,,1.0,6.0,
Q2448062,,,,,,,,,,,1.0,
Q2448156,,,,,,,,,,,1.0,
Q2448165,,,,,,,,,,1.0,,
Q244818,,,,,,,,,,,1.0,
Q2448188,,,,,,,,,,,2.0,
Q2448206,,,,,,,,,,1.0,,
Q244821,,,,,,,,,,,3.0,
Q2448225,,,,,,,,,,,1.0,
Q2448280,,,,,,,,,,,1.0,
Q2448294,,,,,,,,,,1.0,,
Q2448364,,,,,,,,,,1.0,,
Q2448381,,,,,,,,,,,2.0,
Q2448412,,,,,,,,,,,1.0,
Q2448467,,,,,,,,,,,1.0,
Q2448480,,,,,,,,,,,1.0,
Q2448539,,,,,,,,,,1.0,1.0,
Q2448591,,,,,,,,,,,3.0,
Q2448592,,,,,,,,,,,1.0,
Q244864,,,,,,,,,,3.0,2.0,
Q2448664,,,,,,,,,,,6.0,
Q244886,,,,,,,,,,,1.0,
Q2448888,,,,,,,,,,,1.0,
Q2448897,,,,,,,,,,,1.0,
Q244898,,,,,,,,,,1.0,,
Q2449,,,,,,,,,,9.0,20.0,
Q2449031,,,,,,,,,,,1.0,
Q2449137,,,,,,,,,,,2.0,
Q2449170,,,,,,,,,,1.0,,
Q2449186,,,,,,,,,,,2.0,
Q244934,,,,,,,,,,,5.0,
Q2449363,,,,,,,,,,,1.0,
Q2449386,,,,,,,,,,1.0,3.0,
Q2449537,,,,,,,,,,,1.0,
Q2449644,,,,,,,,,,1.0,4.0,
Q2449690,,,,,,,,,,,1.0,
Q2449728,,,,,,,,,,,2.0,
Q2449737,,,,,,,,,,3.0,4.0,
Q245007,,,,,,,,,,,1.0,
Q2450077,,,,,,,,,,,1.0,
Q2450101,,,,,,,,,,,1.0,
Q2450147,,,,,,,,,,,1.0,
Q245016,,,,,,,,,,1.0,,
Q24502,,,,,,,,,,,2.0,
Q245023,,,,,,,,,,4.0,6.0,
Q245028,,,,,,,,,,,1.0,
Q2450421,,,,,,,,,,,1.0,
Q2450462,,,,,,,,,,,2.0,
Q2450547,,,,,,,,,,,1.0,
Q245064,,,,,,,,,,,2.0,
Q2450699,,,,,,,,,,,1.0,
Q2450798,,,,,,,,,,,1.0,
Q245080,,,,,,,,,,,2.0,
Q2450865,,,,,,,,,,,1.0,
Q2450886,,,,,,,,,,1.0,,
Q2450888,,,,,,,,,,,2.0,
Q2450904,,,,,,,,,,1.0,1.0,
Q2450948,,,,,,,,,,,1.0,
Q2450952,1.0,,,,,,,,,,,
Q2450957,,,,,,,,,,,1.0,
Q2451005,,,,,,,,,,,1.0,
Q2451078,,,,,,,,,,,1.0,
Q2451117,,,,,,,,,,,1.0,
Q2451172,,,,,,,,,,,1.0,
Q245126,,,,,,,,,,1.0,4.0,
Q2451273,,,,,,,,,,1.0,1.0,
Q245132,,,,,,,,,,,2.0,
Q245138,,,,,,,,,,,1.0,
Q245140,,,,,,,,,,,1.0,
Q2451554,,,,,,,,,,,1.0,
Q245160,,,,,,,,,,,2.0,
Q2451683,,,,,,,,,,,1.0,
Q245210,,,,,,,,,,,1.0,
Q2452168,,,,,,,,,,,8.0,
Q2452232,,,,,,,,,,,1.0,
Q2452528,,,,,,,,,,,1.0,
Q2452552,,,,,,,,,,,1.0,
Q2452712,,,,,,,,,,,1.0,
Q2452723,,,,,,,,,,,1.0,
Q2452794,,,,,,,,,,,1.0,
Q245292,,,,,,,,,,1.0,7.0,
Q2452920,,,,,,,,,,1.0,,
Q245297,,,,,,,,,,,1.0,
Q2452970,,,,,,,,,,1.0,,
Q2452987,,,,,,,,,,,3.0,
Q2453038,,,,,,,,,,,1.0,
Q2453040,,,,,,,,,,,2.0,
Q2453090,,,,,,,,,,,2.0,
Q2453244,,,,,,,,,,,2.0,
Q2453259,,,,,,,,,,1.0,11.0,
Q2453267,,,,,,,,,,1.0,,
Q2453291,,,,,,,,,,,2.0,
Q24533,,,,,,,,,,,1.0,
Q2453357,,,,,,,,,,,1.0,
Q2453668,,,,,,,,,,,1.0,
Q2453742,,,,,,,,,,1.0,5.0,
Q245376,,,,,,,,,,,1.0,
Q2453987,,,,,,,,,,,1.0,
Q2454031,,,,,,,,,,,1.0,
Q2454160,,,,,,,,,,,1.0,
Q2454255,,,,,,,,,,,3.0,
Q245438,,,,,,,,,,,1.0,
Q2454407,,,,,,,,,,1.0,4.0,
Q245451,,,,,,,,,,1.0,,
Q2454602,,,,,,,,,,1.0,,
Q2454640,,,,,,,,,,,1.0,
Q245466,,,,,,,,,,,1.0,
Q2454686,,,,,,,,,,,1.0,
Q245479,,,,,,,,,,,2.0,
Q245495,,,,,,,,,,,10.0,
Q24550,,,,,,,,,,,1.0,
Q2455218,,,,,,,,,,,1.0,
Q245542,,,,,,,,,,,2.0,
Q245546,,,,,,,,,,1.0,,
Q2455560,,,,,,,,,,,1.0,
Q2455731,,,,,,,,,,,1.0,
Q245579,,,,,,,,,,,11.0,
Q2455858,,,,,,,,,,,1.0,
Q2455984,,,,,,,,,,1.0,,
Q2456007,,,,,,,,,,,1.0,
Q2456185,,,,,,,,,,,1.0,
Q2456192,,,,,,,,,,,4.0,
Q2456238,,,,,,,,,,,1.0,
Q2456267,,,,,,,,,,,1.0,
Q2456297,,,,,,,,,,,5.0,
Q2456824,,,,,,,,,,,1.0,
Q2456895,,,,,,,,,,,1.0,
Q2457147,,,,,,,,,,,1.0,
Q2457159,,,,,,,,,,,1.0,
Q245717,,,,,,,,,,,1.0,
Q245721,,,,,,,,,,,1.0,
Q2457220,,,,,,,,,,,1.0,
Q2457268,,,,,,,,,,4.0,6.0,
Q2457445,,,,,,,,,,,1.0,
Q2457696,,,,,,,,,,1.0,,
Q2457987,,,,,,,,,,,1.0,
Q2457988,,,,,,,,,,,2.0,
Q2458049,,,,,,,,,,1.0,,
Q245828,,,,,,,,,,,2.0,
Q2458329,,,,,,,,,,,1.0,
Q2458421,,,,,,,,,,,1.0,
Q2458635,,,,,,,,,,,1.0,
Q2458955,,,,,,,,,,,1.0,
Q2459146,,,,,,,,,,,2.0,
Q2459293,,,,,,,,,,,1.0,
Q2459383,,,,,,,,,,,1.0,
Q2459502,,,,,,,,,,,1.0,
Q2459518,,,,,,,,,,,1.0,
Q2459548,,,,,,,,,,,1.0,
Q245959,,,,,,,,,,,1.0,
Q2459632,,,,,,,,,,,1.0,
Q2459728,,,,,,,,,,1.0,,
Q2459751,,,,,,,,,,,1.0,
Q2459861,,,,,,,,,,,1.0,
Q2460121,,,,,,,,,,,1.0,
Q2460124,,,,,,,,,,,1.0,
Q2460233,,,,,,,,,,,1.0,
Q24603,,,,,,,,,,7.0,22.0,
Q2460375,,,,,,,,,,,1.0,
Q2460566,,,,,,,,,,,2.0,
Q2460670,,,,,,,,,,,1.0,
Q2460673,,,,,,,,,,,1.0,
Q246074,,,,,,,,,,,1.0,
Q2460740,,,,,,,,,,1.0,,
Q2460745,,,,,,,,,,,1.0,
Q2460763,,,,,,,,,,,1.0,
Q2460818,,,,,,,,,,,1.0,
Q2460958,,,,,,,,,,,1.0,
Q2461164,,,,,,,,,,,1.0,
Q2461246,,,,,,,,,,,1.0,
Q2461321,,,,,,,,,,,1.0,
Q2461358,,,,,,,,,,,1.0,
Q246145,,,,,,,,,,,1.0,
Q2461546,,,,,,,,,,,2.0,
Q2461592,,,,,,,,,,,1.0,
Q2461688,,,,,,,,,,,1.0,
Q2461866,,,,,,,,,,,1.0,
Q2461867,,,,,,,,,,,2.0,
Q2461969,,,,,,,,,,1.0,,
Q246199,,,,,,,,,,,4.0,
Q246213,,,,,,,,,,,1.0,
Q2462135,,,,,,,,,,1.0,,
Q2462183,,,,,,,,,,,3.0,
Q246230,,,,,,,,,,,1.0,
Q2462557,,,,,,,,,,,2.0,
Q2462561,,,,,,,,,,,1.0,
Q246257,,,,,,,,,,,3.0,
Q2462593,,,,,,,,,,,1.0,
Q246264,,,,,,,,,,1.0,12.0,
Q2462645,,,,,,,,,,,5.0,
Q2462665,,,,,,,,,,,3.0,
Q2462685,,,,,,,,,,,5.0,
Q2462706,,,,,,,,,,1.0,2.0,
Q2462719,,,,,,,,,,,2.0,
Q2462817,,,,,,,,,,,1.0,
Q246288,,,,,,,,,,,8.0,
Q2462934,,,,,,,,,,,1.0,
Q2463008,,,,,,,,,,,1.0,
Q2463017,,,,,,,,,,,2.0,
Q2463033,,,,,,,,,,,1.0,
Q246305,,,,,,,,,,,2.0,
Q2463068,,,,,,,,,,,1.0,
Q2463075,,,,,,,,,,,1.0,
Q2463114,,,,,,,,,,1.0,1.0,
Q2463247,,,,,,,,,,,1.0,
Q246326,,,,,,,,,,,1.0,
Q2463798,,,,,,,,,,,2.0,
Q2463831,,,,,,,,,,,1.0,
Q24639,,,,,,,,,,182.0,290.0,
Q2463927,,,,,,,,,,,1.0,
Q2463999,,,,,,,,,,,1.0,
Q2464018,,,,,,,,,,,1.0,
Q246402,,,,,,,,,,,1.0,
Q2464106,,,,,,,,,,1.0,,
Q2464171,,,,,,,,,,,1.0,
Q2464231,,,,,,,,,,,1.0,
Q24643,,,,,,,,,,,1.0,
Q2464541,,,,,,,,,,,1.0,
Q24646,,,,,,,,,,,2.0,
Q2464674,,,,,,,,,,1.0,,
Q246478,,,,,,,,,,,1.0,
Q2464812,,,,,,,,,,,1.0,
Q2464850,,,,,,,,,,,2.0,
Q2464851,,,,,,,,,,,2.0,
Q246489,,,,,,,,,,,1.0,
Q2464931,,,,,,,,,,,1.0,
Q2464943,,,,,,,,,,,10.0,
Q246502,,,,,,,,,,,2.0,
Q2465122,,,,,,,,,,,1.0,
Q246516,,,,,,,,,,1.0,2.0,
Q2465220,,,,,,,,,,3.0,11.0,
Q246524,,,,,,,,,,2.0,10.0,
Q2465297,,,,,,,,,,,2.0,
Q2465318,,,,,,,,,,,1.0,
Q2465470,,,,,,,,,,,1.0,
Q2465593,,,,,,,,,,1.0,,
Q246582,,,,,,,,,,,1.0,
Q246590,,,,,,,,,,,1.0,
Q246611,,,,,,,,,,,1.0,
Q2466169,,,,,,,,,,1.0,,
Q2466197,,,,,,,,,,,1.0,
Q2466316,,,,,,,,,,1.0,,
Q246632,,,,,,,,,,,2.0,
Q246634,,,,,,,,,,1.0,8.0,
Q24664,,,,,,,,,,,1.0,
Q2466507,,,,,,,,,,,1.0,
Q2466536,,,,,,,,,,,1.0,
Q2466603,,,,,,,,,,,1.0,
Q2466841,,,,,,,,,,,4.0,
Q246685,,,,,,,,,,,2.0,
Q246688,,,,,,,,,,,1.0,
Q2466899,,,,,,,,,,,1.0,
Q2466901,,,,,,,,,,,1.0,
Q246692,,,,,,,,,,,1.0,
Q246693,,,,,,,,,,,19.0,
Q246694,,,,,,,,,,,1.0,
Q2467,,,,,,,,,,9.0,30.0,
Q246705,,,,,,,,,,,2.0,
Q2467232,,,,,,,,,,,1.0,
Q246727,,,,,,,,,,1.0,,
Q2467270,,,,,,,,,,,1.0,
Q246736,,,,,,,,,,,1.0,
Q246739,,,,,,,,,,,1.0,
Q246760,,,,,,,,,,1.0,,
Q2467623,,,,,,,,,,,1.0,
Q246783,,,,,,,,,,,1.0,
Q2467865,,,,,,,,,,,1.0,
Q2468130,,,,,,,,,,1.0,2.0,
Q246816,,,,,,,,,,,1.0,
Q2468358,,,,,,,,,,,2.0,
Q246837,,,,,,,,,,1.0,6.0,
Q246840,,,,,,,,,,,1.0,
Q2468528,,,,,,,,,,,2.0,
Q2468622,,,,,,,,,,1.0,,
Q246884,,,,,,,,,,,12.0,
Q2469022,,,,,,,,,,,1.0,
Q2469027,,,,,,,,,,,1.0,
Q2469070,,,,,,,,,,2.0,6.0,
Q246911,,,,,,,,,,,1.0,
Q2469359,,,,,,,,,,,1.0,
Q246956,,,,,,,,,,,12.0,
Q2469849,,,,,,,,,,,1.0,
Q2469852,,,,,,,,,,,2.0,
Q2469984,,,,,,,,,,1.0,2.0,
Q246999,,,,,,,,,,,1.0,
Q2470003,,,,,,,,,,,1.0,
Q247006,,,,,,,,,,,2.0,
Q2470087,,,,,,,,,,1.0,5.0,
Q2470211,,,,,,,,,,1.0,,
Q2470373,,,,,,,,,,,1.0,
Q2470394,,,,,,,,,,,1.0,
Q2470405,,,,,,,,,,,1.0,
Q2470477,,,,,,,,,,,1.0,
Q247081,1.0,,,,,,,,,,,
Q2470841,,,,,,,,,,1.0,1.0,
Q24709,,,,,,,,,,,1.0,
Q2470953,,,,,,,,,,,1.0,
Q2471,,,,,,,,,,,12.0,
Q2471006,,,,,,,,,,1.0,,
Q247102,,,,,,,,,,,1.0,
Q2471115,,,,,,,,,,1.0,1.0,
Q2471143,,,,,,,,,,1.0,,
Q247128,,,,,,,,,,2.0,,
Q2471323,,,,,,,,,,1.0,,
Q2471767,,,,,,,,,,,1.0,
Q2471892,,,,,,,,,,,1.0,
Q2471911,,,,,,,,,,,6.0,
Q2471933,,,,,,,,,,,1.0,
Q2472085,,,,,,,,,,,1.0,
Q2472136,,,,,,,,,,1.0,3.0,
Q247219,,,,,,,,,,,1.0,
Q2472394,,,,,,,,,,,1.0,
Q247240,,,,,,,,,,,4.0,
Q2472406,,,,,,,,,,2.0,4.0,
Q247241,,,,,,,,,,,1.0,
Q2472431,,,,,,,,,,,1.0,
Q247248,,,,,,,,,,,1.0,
Q2472581,,,,,,,,,,,1.0,
Q2472594,,,,,,,,,,,1.0,
Q2472596,,,,,,,,,,,1.0,
Q247260,,,,,,,,,,,1.0,
Q2473316,,,,,,,,,,,1.0,
Q2473420,,,,,,,,,,,3.0,
Q2473507,,,,,,,,,,,1.0,
Q2473589,,,,,,,,,,1.0,,
Q2473646,,,,,,,,,,,2.0,
Q2473698,,,,,,,,,,,2.0,
Q2473756,,,,,,,,,,,1.0,
Q2473785,,,,,,,,,,,1.0,
Q2473795,,,,,,,,,,,1.0,
Q2473921,,,,,,,,,,,1.0,
Q2473978,,,,,,,,,,2.0,13.0,
Q247400,,,,,,,,,,,3.0,
Q2474066,,,,,,,,,,1.0,1.0,
Q2474099,,,,,,,,,,,2.0,
Q2474156,,,,,,,,,,1.0,1.0,
Q2474275,,,,,,,,,,,1.0,
Q2474289,,,,,,,,,,1.0,2.0,
Q2474307,,,,,,,,,,,2.0,
Q2474310,,,,,,,,,,,1.0,
Q2474583,,,,,,,,,,,1.0,
Q24749,,,,,,,,,,,1.0,
Q2474905,,,,,,,,,,,1.0,
Q2474913,,,,,,,,,,,1.0,
Q2475036,,,,,,,,,,,1.0,
Q2475042,,,,,,,,,,,1.0,
Q2475078,,,,,,,,,,,1.0,
Q2475088,,,,,,,,,,,1.0,
Q2475111,,,,,,,,,,,2.0,
Q247515,,,,,,,,,,,1.0,
Q2475168,,,,,,,,,,,2.0,
Q2475251,,,,,,,,,,,2.0,
Q2475404,,,,,,,,,,,1.0,
Q2475431,,,,,,,,,,,1.0,
Q247547,,,,,,,,,,,1.0,
Q2475713,,,,,,,,,,,1.0,
Q2475732,,,,,,,,,,,1.0,
Q2475734,,,,,,,,,,,1.0,
Q247620,,,,,,,,,,2.0,1.0,
Q2476728,,,,,,,,,,,1.0,
Q2476794,,,,,,,,,,,1.0,
Q2477128,,,,,,,,,,,2.0,
Q2477208,,,,,,,,,,1.0,3.0,
Q2477243,,,,,,,,,,,1.0,
Q247734,,,,,,,,,,,2.0,
Q2477512,,,,,,,,,,,1.0,
Q2477613,,,,,,,,,,,1.0,
Q247783,,,,,,,,,,,1.0,
Q2477847,,,,,,,,,,1.0,1.0,
Q2477856,,,,,,,,,,,1.0,
Q2477990,,,,,,,,,,,1.0,
Q247806,,,,,,,,,,,1.0,
Q2478186,,,,,,,,,,,1.0,
Q247820,,,,,,,,,,,1.0,
Q2478232,,,,,,,,,,1.0,3.0,
Q2478258,,,,,,,,,,,1.0,
Q247868,,,,,,,,,,1.0,13.0,
Q247875,,,,,,,,,,,3.0,
Q2478869,,,,,,,,,,,3.0,
Q2478924,,,,,,,,,,,3.0,
Q247937,,,,,,,,,,,1.0,
Q2479409,,,,,,,,,,,1.0,
Q24797,,,,,,,,,,1.0,3.0,
Q2479848,,,,,,,,,,,2.0,
Q2480177,,,,,,,,,,,1.0,
Q248018,,,,,,,,,,,1.0,
Q2480425,,,,,,,,,,1.0,1.0,
Q248062,,,,,,,,,,1.0,7.0,
Q248076,,,,,,,,,,,1.0,
Q2480793,,,,,,,,,,,1.0,
Q248097,,,,,,,,,,1.0,1.0,
Q248106,,,,,,,,,,,2.0,
Q2481120,,,,,,,,,,1.0,,
Q2481244,,,,,,,,,,,1.0,
Q2481395,,,,,,,,,,,1.0,
Q2481399,,,,,,,,,,,1.0,
Q248144,,,,,,,,,,,6.0,
Q2481662,,,,,,,,,,,1.0,
Q2482131,,,,,,,,,,1.0,,
Q248236,,,,,,,,,,,3.0,
Q2482483,,,,,,,,,,,1.0,
Q248251,,,,,,,,,,,2.0,
Q2482588,,,,,,,,,,2.0,3.0,
Q24826,,1.0,,,,,,,,112.0,545.0,
Q2482882,,,,,,,,,,,3.0,
Q2482914,,,,,,,,,,,1.0,
Q2482947,,,,,,,,,,1.0,,
Q2482963,,,,,,,,,,1.0,1.0,
Q2483031,,,,,,,,,,1.0,2.0,
Q248307,,,,,,,,,,,1.0,
Q248321,,,,,,,,,,1.0,3.0,
Q2483284,,,,,,,,,,,4.0,
Q2483346,,,,,,,,,,5.0,6.0,
Q2483374,,,,,,,,,,,1.0,
Q2483396,,,,,,,,,,1.0,1.0,
Q2483399,,,,,,,,,,1.0,,
Q2483434,,,,,,,,,,,1.0,
Q248360,,,,,,,,,,1.0,2.0,
Q248370,,,,,,,,,,,1.0,
Q2483749,,,,,,,,,,,1.0,
Q248378,,,,,,,,,,,1.0,
Q2483836,,,,,,,,,,,1.0,
Q2483862,,,,,,,,,,,1.0,
Q2484025,,,,,,,,,,,1.0,
Q2484229,,,,,,,,,,,1.0,
Q248452,,,,,,,,,,,1.0,
Q2484567,,,,,,,,,,,1.0,
Q24846,,,,,,,,,,,1.0,
Q24848,,,,,,,,,,,5.0,
Q248483,,,,,,,,,,,2.0,
Q2484891,,,,,,,,,,1.0,,
Q248499,,,,,,,,,,,1.0,
Q24850,,,,,,,,,,,2.0,
Q2485076,,,,,,,,,,1.0,,
Q2485095,,,,,,,,,,,1.0,
Q2485102,,,,,,,,,,,1.0,
Q2485170,,,,,,,,,,,1.0,
Q2485187,,,,,,,,,,,6.0,
Q2485216,,,,,,,,,,,1.0,
Q24854,,,,,,,,,,,1.0,
Q2485509,,,,,,,,,,,2.0,
Q2485522,,,,,,,,,,,2.0,
Q2485552,,,,,,,,,,3.0,1.0,
Q2485575,,,,,,,,,,,2.0,
Q2485604,,,,,,,,,,,1.0,
Q2485615,,,,,,,,,,,1.0,
Q2485628,,,,,,,,,,,4.0,
Q2485638,,,,,,,,,,,1.0,
Q2485680,,,,,,,,,,4.0,1.0,
Q24858,,,,,,,,,,,2.0,
Q2485801,,,,,,,,,,1.0,,
Q2485852,,,,,,,,,,,1.0,
Q2485874,,,,,,,,,,1.0,4.0,
Q24859,,,,,,,,,,,1.0,
Q248598,,,,,,,,,,,1.0,
Q24861,,,,,,,,,,25.0,135.0,
Q248617,,,,,,,,,,,3.0,
Q2486218,,,,,,,,,,,1.0,
Q2486305,,,,,,,,,,,1.0,
Q248640,,,,,,,,,,1.0,,
Q2486561,,,,,,,,,,,2.0,
Q2486563,,,,,,,,,,1.0,1.0,
Q2486605,,,,,,,,,,,1.0,
Q2486629,,,,,,,,,,,2.0,
Q2486694,,,,,,,,,,,1.0,
Q2486696,,,,,,,,,,,1.0,
Q24868,,,,,,,,,,,4.0,
Q248723,,,,,,,,,,,1.0,
Q2487258,,,,,,,,,,,1.0,
Q2487341,,,,,,,,,,,1.0,
Q2487413,,,,,,,,,,1.0,1.0,
Q24877,,,,,,,,,,,2.0,
Q2487730,,,,,,,,,,,2.0,
Q24879,,,,,,,,,,107.0,766.0,
Q248807,,,,,,,,,,,1.0,
Q2488078,,,,,,,,,,,1.0,
Q2488235,,,,,,,,,,,3.0,
Q24883,,,,,,,,,,1.0,,
Q248839,,,,,,,,,,,1.0,
Q2488464,,,,,,,,,,2.0,8.0,
Q2488496,,,,,,,,,,,1.0,
Q2488555,,,,,,,,,,,7.0,
Q2488907,,,,,,,,,,1.0,,
Q248910,,,,,,,,,,,1.0,
Q248914,,,,,,,,,,,1.0,
Q248922,,,,,,,,,,3.0,6.0,
Q248959,,,,,,,,,,1.0,2.0,
Q2489591,,,,,,,,,,1.0,,
Q24896,,,,,,,,,,,1.0,
Q2489684,,,,,,,,,,,1.0,
Q2489848,,,,,,,,,,,1.0,
Q2489883,,,,,,,,,,,1.0,
Q248999,,,,,,,,,,1.0,,
Q249001,,,,,,,,,,,2.0,
Q24901,,,,,,,,,,6.0,7.0,
Q249022,,,,,,,,,,,4.0,
Q249049,,,,,,,,,,,6.0,
Q249055,,,,,,,,,,,2.0,
Q249066,,,,,,,,,,,3.0,
Q24912,,,,,,,,,,,2.0,
Q249122,,,,,,,,,,,1.0,
Q2491223,,,,,,,,,,1.0,,
Q2491351,,,,,,,,,,1.0,8.0,
Q2491369,,,,,,,,,,,1.0,
Q249166,,,,,,,,,,4.0,11.0,
Q2491686,,,,,,,,,,,1.0,
Q24918,,,,,,,,,,,1.0,
Q249194,,,,,,,,,,,1.0,
Q249220,,,,,,,,,,,1.0,
Q2492580,,,,,,,,,,,1.0,
Q249259,,,,,,,,,,,1.0,
Q249285,,,,,,,,,,,1.0,
Q249291,,,,,,,,,,1.0,,
Q24937,,,,,,,,,,,4.0,
Q24941,,,,,,,,,,,1.0,
Q24943,,,,,,,,,,,1.0,
Q249441,,,,,,,,,,,2.0,
Q2494413,,,,,,,,,,,6.0,
Q2494451,,,,,,,,,,,1.0,
Q2494484,,,,,,,,,,,1.0,
Q249454,,,,,,,,,,,5.0,
Q2495061,,,,,,,,,,,1.0,
Q2495285,,,,,,,,,,1.0,,
Q2495402,,,,,,,,,,,1.0,
Q2495519,,,,,,,,,,3.0,56.0,
Q2495578,,,,,,,,,,1.0,,
Q2495639,,,,,,,,,,,6.0,
Q2495660,,,,,,,,,,,1.0,
Q249580,,,,,,,,,,,1.0,
Q2495811,,,,,,,,,,,1.0,
Q2495835,,,,,,,,,,,1.0,
Q2495988,,,,,,,,,,,1.0,
Q249613,,,,,,,,,,,1.0,
Q2496196,,,,,,,,,,1.0,,
Q24963,,,,,,,,,,,2.0,
Q2496370,,,,,,,,,,,1.0,
Q24967,,,,,,,,,,,1.0,
Q2496717,,,,,,,,,,,1.0,
Q2496764,,,,,,,,,,,2.0,
Q2496779,,,,,,,,,,,3.0,
Q2496994,,,,,,,,,,,1.0,
Q2497007,,,,,,,,,,,1.0,
Q2497052,,,,,,,,,,,1.0,
Q249715,,,,,,,,,,,1.0,
Q2497163,,,,,,,,,,,1.0,
