,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q833,11.0,1.0,,,,,,,,491.0,2578.0,
Q83311,,,,,,,,,,1.0,15.0,
Q833665,,,,,,,,,,,1.0,
Q83418,,,,,,,,,,,4.0,
Q83572,,,,,,,,,,,1.0,
Q836,,,,,,,,,,12.0,91.0,
Q836680,,,,,,,,,,,2.0,
Q837,19.0,,,,,,,,,86.0,492.0,
Q837855,,,,,,,,,,,2.0,
Q838261,,,,,,,,,,1.0,6.0,
Q83891,,,,,,,,,,,1.0,
Q83958,,,,,,,,,,15.0,50.0,
Q842,,,,,,,,,,3.0,23.0,
Q842390,,,,,,,,,,,1.0,
Q843,2.0,,,,,,,,,42.0,339.0,
Q844930,,,,,,,,,,9.0,116.0,
Q846,1.0,,,,,,,,,1.0,88.0,
Q846570,,,,,,,,,,1.0,,
Q849967,,,,,,,,,,,2.0,
Q851,1.0,,,,,,,,,13.0,234.0,
Q853348,,,,,,,,,,1.0,3.0,
Q854,1.0,,,,,,,,,13.0,76.0,
Q858,6.0,,,,,,,,,24.0,324.0,
Q863,3.0,,,,,,,,,11.0,99.0,
Q8646,,,,,,,,,,43.0,76.0,
Q865,6.0,,,,,,,,,92.0,210.0,
Q8680,,,,,,,,,,2.0,5.0,
Q869,623.0,1.0,,,,,,,,331.0,1528.0,1.0
Q8733,,,,,,,,,,1.0,22.0,
Q874,1.0,,,,,,,,,6.0,110.0,
Q8748,,,,,,,,,,,1.0,
Q875556,,,,,,,,,,,1.0,
Q878,,,,,,,,,,6.0,166.0,
Q8785,,,,,,,,,,,1.0,
Q8798,,,,,,,,,,,1.0,
Q881,6.0,,,,,,,,,26.0,235.0,
Q884,1669.0,2.0,,,,,,,,1098.0,1228.0,
Q889,20.0,,,,,,,,,29.0,228.0,
Q8890160,,,,,,,,,,,1.0,
Q902,3.0,,,,,,,,,27.0,167.0,
Q9056,,,,,,,,,,,1.0,
Q9067,,,,,,,,,,1.0,3.0,
Q907112,1.0,,,,,,,,,5.0,7.0,
Q9083,,,,,,,,,,,1.0,
Q9091,,,,,,,,,,,1.0,
Q912,,,,,,,,,,16.0,153.0,
Q916,,,,,,,,,,44.0,170.0,
Q917,,,,,,,,,,7.0,29.0,
Q921,,,,,,,,,,4.0,26.0,
Q924,74.0,,,,,,,,,62.0,395.0,
Q928,4.0,,,,,,,,,285.0,638.0,
Q929,,,,,,,,,,11.0,79.0,
Q93180,,,,,,,,,,,1.0,
Q940348,,,,,,,,,,,1.0,
Q945,1.0,,,,,,,,,5.0,83.0,
Q948,4.0,,,,,,,,,86.0,545.0,
Q950644,,,,,,,,,,,1.0,
Q950952,,,,,,,,,,1.0,,
Q953,,,,,,,,,,9.0,111.0,
Q954,,,,,,,,,,26.0,116.0,
Q958,,,,,,,,,,1.0,14.0,
Q958291,,,,,,,,,,,1.0,
Q96,10.0,3.0,,,,,,,,1874.0,6573.0,
Q962,,,,,,,,,,5.0,72.0,
Q963,1.0,,,,,,,,,15.0,75.0,
Q964024,,,,,,,,,,,1.0,
Q9648,,,,,,,,,,,1.0,
Q965,,,,,,,,,,5.0,78.0,
Q967,,,,,,,,,,8.0,50.0,
Q9676,,,,,,,,,,1.0,2.0,
Q9683,,,,,,,,,,,3.0,
Q970,,,,,,,,,,1.0,16.0,
Q971,,,,,,,,,,1.0,39.0,
Q974,,,,,,,,,,6.0,201.0,
Q977,,,,,,,,,,4.0,16.0,
Q980,,,,,,,,,,,2.0,
Q983,,,,,,,,,,1.0,48.0,
Q986,1.0,,,,,,,,,32.0,157.0,
Q9903,,,,,,,,,,,4.0,
